categories,neuron_1,neuron_2,neuron_3,neuron_4,neuron_5,neuron_6,neuron_7,neuron_8,neuron_9,neuron_10,neuron_11,neuron_12,neuron_13,neuron_14,neuron_15,neuron_16,neuron_17,neuron_18,neuron_19,neuron_20,neuron_21,neuron_22,neuron_23,neuron_24,neuron_25,neuron_26,neuron_27,neuron_28,neuron_29,neuron_30,neuron_31,neuron_32,neuron_33,neuron_34,neuron_35,neuron_36,neuron_37,neuron_38,neuron_39,neuron_40,neuron_41,neuron_42,neuron_43,neuron_44,neuron_45,neuron_46,neuron_47,neuron_48,neuron_49,neuron_50,neuron_51,neuron_52,neuron_53,neuron_54,neuron_55,neuron_56,neuron_57,neuron_58,neuron_59,neuron_60,neuron_61,neuron_62,neuron_63,neuron_64
"['1980s_comedy_horror_films', '1988_films', '1980s_ghost_films', 'Titan_(moon)_in_film', 'Films_that_won_the_Academy_Award_for_Best_Makeup', 'Films_scored_by_Danny_Elfman', '1980s_black_comedy_films', 'American_black_comedy_films', '1980s_fantasy-comedy_films', 'Films_about_the_afterlife', 'Warner_Bros._Pictures_franchises']",0.0,1.3827813,1.9455619,1.286946,0.0,2.4904575,0.0,0.0,1.5290635,0.0,0.0,0.0,0.335674,1.7141417,1.4139756,2.9083693,0.0,2.1837697,0.0,1.1496474,1.0122635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0849653,1.5096687,0.0,0.0,0.06046341,0.3842947,0.0,0.0,2.1591828,0.0,0.8553761,1.544664,0.0,0.0,0.0,1.3762823,2.6718667,2.345117,0.0,0.0,0.0,0.0,0.0,2.8181162,0.0,0.0,0.0,0.0,1.5567684,0.0,0.70200676,0.0,2.4616394,2.3346071,1.8452102,0.0
"['Techno-horror', 'Kadokawa_Dwango_franchises']",0.6029216,0.0,0.8217052,0.060189784,0.42760232,0.021146674,0.0,0.121543586,0.0,0.0,0.6489792,0.014166612,0.17943469,0.0,0.0,0.5189124,0.0,0.0,0.7394902,1.1850696,0.02187303,0.0,0.0,0.6823326,0.1436449,0.7107326,0.552584,0.0,0.0,0.0127993785,0.0,0.0,0.0,0.007939817,0.54753995,0.0,0.0,0.0,0.8536552,0.0,0.0,0.4671745,0.71294254,0.0,0.0,0.0,0.0,0.38537866,0.2585733,0.8536979,0.0,0.52270764,0.0,1.124364,0.9097545,0.0,0.014158225,0.0,0.66600174,1.0031415,1.5255727,0.315002,0.8631715,0.0
"['American_space_adventure_films', 'American_animated_fantasy_films', 'South_Korean_films', 'South_Korean_animated_fantasy_films']",0.5798866,0.0,0.5086428,0.2326542,0.58722883,0.0,0.20631652,0.23045906,0.0,0.08363263,0.613873,0.27008876,0.1216866,0.0,0.0,0.09243349,0.25047085,0.0,0.4673092,0.29084867,0.0,0.26593357,0.23414853,0.157778,0.14748946,0.72490543,0.33231956,0.0,0.0,0.0,0.20603308,0.18688427,0.0,0.0,0.49915922,0.21665709,0.0,0.0,0.40460244,0.0,0.2971418,0.2355248,0.57898444,0.0,0.0,0.0,0.26660714,0.33556718,0.41538933,0.53076375,0.27222788,0.036133137,0.22034316,0.8065002,0.7677001,0.31843928,0.0,0.14369999,0.061918505,0.94107777,0.6039295,0.12251751,0.42244858,0.18466933
['2000s_psychological_horror_films'],0.0,0.56904614,0.48363772,0.0,0.0,0.9722688,0.0,0.0,0.8854081,0.0,0.0,0.0,0.3550729,1.0102096,0.57886815,1.0993519,0.0,1.108255,0.0,0.9245604,0.4047722,0.0,0.0,0.25622988,0.0,0.0,0.0,0.0,0.6045585,0.72609633,0.0,0.0,0.120010085,0.34495583,0.0,0.0,1.1861931,0.03897749,0.7728497,0.7490112,0.0,0.0,0.0,0.81869185,1.0098388,1.409604,0.0,0.0,0.0,0.0,0.0,1.300077,0.0,0.0,0.0,0.0,0.88854754,0.0,0.7136141,0.0,1.1939889,0.8529816,0.6871901,0.0
"['English-language_Dutch_films', 'Finnish_films', 'Gangster_films', 'Dutch_avant-garde_and_experimental_films', 'Italian_crime_drama_films', 'Swedish_avant-garde_and_experimental_films', '2000s_avant-garde_and_experimental_films', 'French_films', 'English-language_films', '2003_films', 'Rape_and_revenge_films', 'Films_set_in_the_United_States', 'Dutch_crime_drama_films', 'Films_by_director', 'Italian_drama_films', 'Swedish_crime_drama_films', 'Works_by_Dutch_people', 'Works_by_British_people']",0.7927716,0.0,0.1687961,0.15484726,0.8140047,0.0,0.52754366,0.6548707,0.0,0.3325922,1.1655521,0.509358,0.48065126,0.0,0.0,0.0,0.5956506,0.0,0.9328817,0.8988985,0.0,0.7686387,0.6681236,0.5631296,0.5341416,1.1409521,0.49530554,0.0,0.0,0.0,0.41503397,0.58795774,0.0,0.0,1.1230835,0.5529825,0.0,0.0,0.60471106,0.0,0.7511121,0.34441355,0.6714693,0.0,0.0,0.0,0.2926275,0.7518508,0.92211765,0.6871598,0.698271,0.0,0.3929099,1.3329378,1.3811984,0.69143325,0.0,0.62408143,0.6265476,1.5722611,0.8025532,0.0,0.37135538,0.44447276
['Pirate_films'],0.46980166,0.011695432,0.61981887,0.0,0.30183554,0.014117667,0.0,0.121410444,0.0,0.0,0.6145992,0.0,0.24214165,0.0,0.0,0.43814787,0.0,0.0,0.6267478,1.1001827,0.03553844,0.0,0.0,0.69028515,0.19068567,0.56228197,0.44596788,0.0,0.0,0.014051948,0.0,0.0,0.0,0.030275183,0.50675863,0.0,0.0,0.0,0.76262504,0.0027766386,0.0,0.4171855,0.51776475,0.025161047,0.0,0.0,0.0,0.34418604,0.19579205,0.6765025,0.0,0.43312693,0.0,0.87586546,0.7632401,0.0,0.01653941,0.0,0.5975656,0.7586198,1.2703125,0.226499,0.67875403,0.0
"['Caiaphas', 'Films_set_in_the_2nd_century', 'Cultural_depictions_of_military_officers', 'Mary_Magdalene', 'Depictions_of_Herod_the_Great_on_film', 'Pompey', ""Film_portrayals_of_Jesus'_death_and_resurrection"", 'Films_set_in_Europe']",0.0,0.44034177,0.39562348,0.0,0.0,0.8346608,0.0,0.0,0.78077304,0.0,0.0,0.0,0.5575502,0.9860223,0.5879939,0.9646678,0.0,0.95368725,0.0,1.0539476,0.23638469,0.0,0.0,0.48505583,0.17849904,0.0,0.0,0.0,0.3485427,0.71796525,0.0,0.0,0.1112849,0.19194727,0.08787058,0.0,1.086443,0.30115575,1.2238678,1.0289629,0.0,0.0,0.0,0.7042749,0.9556494,1.3756181,0.0,0.008328219,0.0,0.0,0.0,1.1976959,0.0,0.0,0.0,0.0,0.83970237,0.0,0.94887817,0.0,1.1846391,0.818951,0.54808587,0.0
['Village_Roadshow_Pictures_films'],0.0,0.7767258,1.323916,0.7314332,0.0,1.5738533,0.0,0.0,1.4114684,0.0,0.0,0.0,0.61520773,1.1814921,1.0967292,2.1476862,0.0,1.7866373,0.0,1.0208735,0.65772504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9729769,1.2648337,0.0,0.0,0.091418676,0.35876766,0.0,0.0,1.8219769,0.0,1.0376786,1.2332691,0.0,0.0,0.0,0.96729213,2.046948,1.9389893,0.0,0.0,0.0,0.0,0.0,2.24221,0.0,0.0,0.0,0.0,1.4686755,0.0,0.5807955,0.0,1.9214292,1.8486495,1.3931477,0.0
"['Film_styles', 'Films_set_in_San_Francisco', 'Works_based_on_American_novels']",0.42132282,0.0,0.33032343,0.0,0.138496,0.0,0.0,0.38847256,0.0,0.0,0.807866,0.0,0.27807352,0.0,0.0,0.27194166,0.0,0.0,0.7334965,1.4056287,0.061570562,0.0,0.0,1.0429739,0.3370378,0.54030985,0.44759127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6100854,0.0,0.0,0.0,1.0897936,0.037842277,0.0,0.23755959,0.3415891,0.0,0.0,0.0,0.0,0.5775706,0.29455522,0.94196105,0.0,0.08748388,0.0,0.80930537,0.8455228,0.0,0.0,0.0,1.006678,0.6936161,1.1193928,0.029670607,0.6366085,0.0
"['2017_films', '2017_comedy_films']",0.3725651,0.0,0.6076786,0.24093013,0.37555847,0.045083318,0.122856475,0.056408558,0.0,0.09069586,0.29490808,0.2591276,0.0,0.0,0.0,0.010159947,0.06048595,0.015627988,0.24418794,0.0,0.0,0.09279145,0.07573975,0.0,0.024182456,0.5026756,0.2795239,0.032706015,0.015860396,0.0,0.13606662,0.10890661,0.0,0.0,0.22818138,0.072502375,0.0,0.0,0.26149225,0.0,0.16174,0.20158744,0.43387616,0.0,0.072328016,0.0,0.234465,0.16182607,0.23096621,0.33128825,0.08734902,0.16408408,0.18755841,0.5123647,0.5369528,0.20813257,0.019863905,0.022760144,0.0,0.60648483,0.41809985,0.2873539,0.44136947,0.070377335
['Topics_in_film'],0.31833592,0.2790966,0.629143,0.0,0.053834487,0.31890628,0.0,0.0,0.29532242,0.0,0.3220699,0.0,0.22263944,0.3085779,0.19493398,0.62594926,0.0,0.39672512,0.36710808,0.96229434,0.14406164,0.0,0.0,0.62165576,0.1452283,0.28541994,0.23439187,0.0,0.3661803,0.20281918,0.0,0.0,0.0,0.24571247,0.27015775,0.0,0.44688988,0.0,0.70322245,0.1538013,0.0,0.41575825,0.3052757,0.3486392,0.43304655,0.23875163,0.0,0.03704026,0.0,0.36679912,0.0,0.6780109,0.0,0.44749546,0.41044298,0.0,0.3219355,0.0,0.3538592,0.3199308,1.2208772,0.37364572,0.6104371,0.0
"['1933_films', 'Films_based_on_American_novels', 'Films_scored_by_Herbert_Stothart', 'Austria-Hungary_in_World_War_I']",0.62034094,0.0,0.31697896,0.34670493,0.55844826,0.0,0.49680233,0.48178083,0.0,0.44907597,0.68342745,0.64830166,0.2489969,0.0,0.0,0.0,0.7760256,0.0,0.33527684,0.0,0.0,0.6121784,0.60690945,0.0,0.19887044,0.677301,0.15700518,0.25658727,0.0,0.0,0.5436325,0.39725533,0.0,0.0,0.5321341,0.53174984,0.0,0.0,0.058364537,0.0,0.6032194,0.0,0.39552516,0.0,0.0,0.0,0.7735935,0.45632756,0.70535046,0.2474228,0.65667003,0.0,0.6025979,0.48816663,0.8752684,1.0472363,0.0,0.5121173,0.0,0.8894454,0.0,0.06489036,0.2688688,0.4904264
['Oceanian_films_by_country'],0.2749749,0.4855965,0.6576015,0.0,0.0,0.51044726,0.0,0.0,0.5913838,0.0,0.2985565,0.0,0.4285939,0.57316095,0.3932797,0.86350495,0.0,0.52302295,0.29486555,1.3867365,0.21805829,0.0,0.0,0.86016214,0.26845968,0.14970608,0.15043144,0.0,0.39873227,0.3523566,0.0,0.0,0.0,0.29057425,0.27297032,0.0,0.72811335,0.021491632,1.0583987,0.3690201,0.0,0.29119796,0.0,0.5147952,0.5751339,0.60987794,0.0,0.06402011,0.0,0.25537646,0.0,0.8440159,0.0,0.22537026,0.41243964,0.0,0.5225703,0.0,0.7416748,0.07394592,1.4165183,0.530558,0.66914713,0.0
"['Films_scored_by_Jan_A._P._Kaczmarek', '2008_drama_films', 'Film_scores_by_composer']",0.70200926,0.0,0.29831985,0.30602223,0.7878576,0.0,0.4215079,0.46054253,0.0,0.26138532,0.8482956,0.4641958,0.26901293,0.0,0.0,0.0,0.6516436,0.0,0.5421108,0.22136387,0.0,0.59858525,0.55633044,0.09579426,0.26197922,0.9059029,0.2936243,0.08438849,0.0,0.0,0.38995522,0.39409232,0.0,0.0,0.74167067,0.5210973,0.0,0.0,0.3028992,0.0,0.6036934,0.16540235,0.59099185,0.0,0.0,0.0,0.54389775,0.49511978,0.6884349,0.47313866,0.6265189,0.0,0.43463314,0.913408,0.97079796,0.7226057,0.0,0.43224275,0.10604428,1.2166241,0.3752724,0.0,0.2937403,0.42172867
"['2017_3D_films', 'Korean-language_mass_media', 'South_Korean_animated_films', '2017_computer-animated_films', 'South_Korean_epic_films', '2017_films', '2017_drama_films', 'South_Korean_adventure_drama_films', '2010s_adventure_films', 'Computer-animated_films']",0.4079056,0.02864595,0.61444896,0.091927476,0.3279029,0.1375443,0.0,0.0,0.05399804,0.0,0.35127926,0.0,0.083114475,0.056580536,0.029879486,0.38291177,0.0,0.18276617,0.37510672,0.5633758,0.0064564925,0.0,0.0,0.3716859,0.07565687,0.45908317,0.30133906,0.0,0.19414018,0.044701744,0.0,0.0,0.0,0.083384424,0.2969317,0.0,0.15368766,0.0,0.51878846,0.002681029,0.0,0.3562181,0.4990305,0.07680125,0.24478163,0.0,0.0,0.11467008,0.047831114,0.415921,0.0,0.45832673,0.0,0.6285604,0.5064324,0.0,0.127726,0.0,0.12684979,0.604375,1.0072814,0.27179104,0.52761203,0.0
"['Films_about_prostitution_in_France', 'European_films_by_country', '1999_romantic_drama_films', 'Works_about_prostitution_in_France']",0.5102218,0.0,0.44390625,0.043905206,0.44437164,0.0,0.090561174,0.19213648,0.0,0.0,0.71349984,0.0,0.24944593,0.0,0.0,0.28853124,0.0,0.0,0.6345567,0.8752028,0.0,0.06878352,0.025524486,0.57653034,0.23681551,0.6482825,0.37611,0.0,0.0,0.0,0.0,0.056319572,0.0,0.0,0.57749116,0.063531555,0.0,0.0,0.629421,0.0,0.07841887,0.42887604,0.5583349,0.0,0.0,0.0,0.0,0.38736552,0.31126204,0.6780546,0.0,0.19766964,0.0,0.8552256,0.77579993,0.0,0.0,0.04830893,0.3738429,0.82203764,0.97069013,0.043794956,0.4938166,0.0150263775
['American_crime_drama_films'],0.6853053,0.0,0.37302586,0.2625683,0.78109646,0.0,0.36040658,0.43721542,0.0,0.17970015,0.88189787,0.43350002,0.26679787,0.0,0.0,0.09070127,0.5546701,0.0,0.6516727,0.5167062,0.0,0.52542466,0.47903693,0.25094515,0.28086996,0.96193624,0.40574366,0.0,0.0,0.0,0.3422728,0.3715672,0.0,0.0,0.8035535,0.45319715,0.0,0.0,0.4168101,0.0,0.5458362,0.22549531,0.6629955,0.0,0.0,0.0,0.3869402,0.5201666,0.67571414,0.56579494,0.5521636,0.0,0.32972446,1.1042409,1.0433949,0.5851217,0.0,0.40506163,0.29881757,1.3264984,0.705804,0.00011827424,0.42917365,0.33035055
['2015_films'],0.28035787,0.32208622,0.61493754,0.0,0.0,0.3146715,0.0,0.0869457,0.3440788,0.0,0.45879394,0.0,0.3279012,0.24609575,0.2781773,0.7197482,0.0,0.20961799,0.40408787,1.4053051,0.14866339,0.0,0.0,0.93796647,0.25565794,0.27477822,0.24669544,0.0,0.09775645,0.24856667,0.0,0.0,0.0,0.14672898,0.31547973,0.0,0.30952367,0.0,1.1530019,0.26707923,0.0,0.22680596,0.056599353,0.25921407,0.17817588,0.29055932,0.0,0.2761554,0.0,0.590134,0.0,0.5570877,0.0,0.47690728,0.5486089,0.0,0.29715002,0.0,0.9445588,0.268903,1.2926863,0.37897745,0.731906,0.0
"['Blinky_Bill', ""Australian_children's_musical_films""]",0.5653357,0.0,0.46171254,0.0,0.38327652,0.0,0.07939993,0.20091301,0.0,0.0,0.79201376,0.0,0.34355855,0.0,0.0,0.36930344,0.0,0.0,0.71952665,1.1077194,0.0,0.0,0.0,0.7533165,0.30200502,0.6368473,0.42115107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6268336,0.028563822,0.0,0.0,0.7753311,0.0,0.0,0.4893198,0.5344023,0.0,0.0,0.0,0.0,0.42051852,0.2982982,0.7262727,0.0,0.271701,0.0,0.89122945,0.8569068,0.0,0.0,0.0,0.5354157,0.82360566,1.1459132,0.072758645,0.54441345,0.0
['Chinese_films'],0.34044322,0.0,0.57323456,0.18880387,0.3382856,0.10131309,0.07151686,0.0,0.0,0.030502021,0.2557038,0.1141498,0.0,0.043291077,0.0,0.108627066,0.0,0.12247228,0.23695396,0.07951317,0.0,0.005554678,0.0,0.042448357,0.048416797,0.44824934,0.27102858,0.0,0.118889086,0.0,0.02548756,0.048731104,0.0,0.0,0.21052049,0.022195937,0.0112246685,0.0,0.30089793,0.0,0.087181434,0.26185775,0.4144555,0.0,0.17052625,0.0,0.13750954,0.09479862,0.12928489,0.29834855,0.0,0.2695438,0.08636807,0.48205456,0.46412498,0.015839672,0.07302858,0.0,0.0,0.5371438,0.537637,0.27542162,0.414758,0.010459761
['American_films'],0.0,0.40705955,0.19912189,0.0,0.0,0.64292127,0.0,0.0,0.6922512,0.0,0.0,0.0,0.3875059,0.743491,0.4449,0.80187786,0.0,0.7765222,0.0,0.916187,0.27078843,0.0,0.0,0.48052794,0.06671725,0.0,0.0,0.0,0.40964508,0.53458476,0.0,0.0,0.12153673,0.3027947,0.07728401,0.0,0.92024094,0.19318412,0.76141256,0.52761924,0.0,0.0,0.0,0.63997024,0.6694133,1.1376736,0.0,0.0,0.0,0.0,0.0,0.8882629,0.0,0.0,0.0,0.0,0.63197356,0.0,0.7036136,0.0,0.9107461,0.53016263,0.45218065,0.0
"['Films_about_con_artists', 'Confidence_tricks', 'American_romantic_comedy_films', 'American_films', 'Films_set_in_Iowa', 'Films_scored_by_Ray_Heindorf', 'Iowa_in_fiction', 'American_romantic_musical_films', 'Films_about_fraud']",0.0,0.45073137,0.43373096,0.0,0.0,0.8536359,0.0,0.0,0.91439974,0.0,0.0,0.0,0.7372979,0.92970645,0.5726322,1.0912428,0.0,1.0321828,0.0,0.97634554,0.22975883,0.0,0.0,0.3532579,0.14375733,0.0,0.0,0.0,0.4618797,0.84275985,0.0,0.0,0.03257686,0.26466897,0.14889358,0.0,1.3516141,0.46111733,1.3328196,1.1050051,0.0,0.0,0.0,0.87919444,1.2124496,1.5025196,0.0,0.0,0.0,0.0,0.0,1.3836284,0.0,0.0,0.0,0.0,1.0511131,0.0,0.717067,0.0,1.2146562,0.8869475,0.64137405,0.0
['1931_comedy_films'],0.64536774,0.0,0.23455557,0.36278063,0.6224597,0.0,0.55623424,0.5376133,0.0,0.50526476,0.741365,0.6672092,0.3034837,0.0,0.0,0.0,0.8686489,0.0,0.36375827,0.0,0.0,0.7028779,0.6835604,0.0,0.24370764,0.7198308,0.14012723,0.2840668,0.0,0.0,0.58291984,0.46050507,0.0,0.0,0.61164594,0.62485343,0.0,0.0,0.01956464,0.0,0.70042795,0.0076419627,0.39764565,0.0,0.0,0.0,0.84398913,0.49597493,0.7711614,0.21879774,0.7477946,0.0,0.66033417,0.5035758,0.91746545,1.1326612,0.0,0.5976125,0.0,0.95355755,0.0,0.0,0.20572895,0.5590617
"['Films_produced_by_Arthur_Freed', 'Works_about_musical_theatre']",0.060559437,0.36691803,0.5832247,0.07457394,0.0,0.88217634,0.0,0.0,1.0254903,0.0,0.0,0.0,0.741025,0.76182985,0.6979096,1.364814,0.0,1.1741718,0.0,0.83245426,0.3163403,0.0,0.0,0.003129892,0.0,0.0,0.0,0.044569008,0.67696285,1.0476887,0.0,0.0,0.07578877,0.39772564,0.019507516,0.0,1.5367099,0.2824389,1.2784487,1.0515145,0.0,0.0,0.0,0.96281874,1.409558,1.5803005,0.0,0.0,0.0,0.0,0.0,1.6053655,0.0,0.0,0.0,0.0,1.2709028,0.0,0.5241298,0.0,1.2710255,1.0971944,0.823375,0.0
"['Films_set_in_France', 'Works_by_French_people']",0.45164165,0.155525,0.655887,0.0,0.12965097,0.10369029,0.0,0.21829715,0.06435618,0.0,0.74045885,0.0,0.2980889,0.0,0.0682135,0.56165504,0.0,0.0,0.6952295,1.4834177,0.11224631,0.0,0.0,1.0386978,0.26418236,0.52721125,0.45524862,0.0,0.0,0.1156002,0.0,0.0,0.0,0.037199948,0.49287468,0.0,0.0,0.0,1.1673654,0.10997419,0.0,0.39189345,0.3593329,0.081081785,0.0,0.0,0.0,0.48095515,0.16393629,0.90695876,0.0,0.4162988,0.0,0.86821896,0.8378952,0.0,0.063700095,0.0,0.9776145,0.6689678,1.4010372,0.25621885,0.7990832,0.0
['French_films'],0.3851428,0.0,0.51217484,0.27562454,0.41444328,0.0,0.216985,0.13846555,0.0,0.20217925,0.34700283,0.3577881,0.023941029,0.0,0.0,0.0,0.21810438,0.0,0.23874508,0.0,0.0,0.23070773,0.20462155,0.0,0.06070431,0.5318023,0.24847084,0.111331835,0.0,0.0,0.22580472,0.20323312,0.0,0.0,0.28346035,0.18910955,0.0,0.0,0.15275002,0.0,0.29955918,0.17692515,0.40635216,0.0,0.0,0.0,0.3694023,0.21726213,0.34305757,0.27112907,0.23777175,0.0,0.30933022,0.47341603,0.5850491,0.39600265,0.0,0.1531973,0.0,0.63497066,0.18684542,0.22390327,0.35493493,0.16852348
['American_films'],0.6927253,0.0,0.29929444,0.31281543,0.78543276,0.0,0.42567334,0.46845824,0.0,0.2634768,0.85392714,0.46711257,0.2644786,0.0,0.0,0.0,0.6603675,0.0,0.5310064,0.21636707,0.0,0.6024333,0.55151427,0.08365902,0.24672371,0.9024795,0.28737524,0.087298915,0.0,0.0,0.40532103,0.39310804,0.0,0.0,0.73766273,0.5240174,0.0,0.0,0.29253176,0.0,0.5996915,0.15435335,0.59440625,0.0,0.0,0.0,0.54673815,0.50232685,0.6930746,0.46847767,0.63021296,0.0,0.44346455,0.9069624,0.9655264,0.74403304,0.0,0.44701043,0.109667234,1.2196516,0.36658248,0.0,0.30084714,0.42409766
"['Cultural_depictions_of_Marie_Antoinette', 'France_in_fiction', 'Pennsylvania_in_fiction', 'American_biographical_drama_films', 'Spanish_films', 'American_Revolutionary_War_films', 'Cultural_depictions_of_Louis_XVI']",0.26947504,0.26321694,0.13721777,0.0,0.0,0.50557286,0.0,0.23803101,0.55272484,0.0,0.0,0.0,0.7270242,0.8086093,0.5356219,0.79932404,0.0,0.52760744,0.0,1.2251662,0.117762156,0.0,0.0,0.79079074,0.5730546,0.0,0.0,0.0,0.11821138,0.48956132,0.0,0.0,0.06858611,0.1177032,0.32307187,0.0,0.8544332,0.58403945,1.4692559,0.84468883,0.0,0.0,0.0,0.3900897,0.5922397,1.082737,0.0,0.3049531,0.0,0.0,0.0,0.7623369,0.0,0.0,0.28443986,0.0,0.606281,0.0,1.0449331,0.0,1.047972,0.5364915,0.4277905,0.0
"['Films_set_on_beaches', 'Films_set_in_1895', 'Films_based_on_romance_novels', 'Film_scores_by_composer', 'American_romantic_drama_films', 'English-language_works']",0.0,1.2756702,1.811974,1.1618475,0.0,2.3064969,0.0,0.0,1.5868306,0.0,0.0,0.0,0.47325388,1.5501397,1.3117697,2.7257514,0.0,2.068246,0.0,1.1660919,0.98197305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0164665,1.4612234,0.0,0.0,0.036049463,0.33757845,0.0,0.0,2.0681612,0.0,0.8702966,1.3839823,0.0,0.0,0.0,1.2360946,2.480264,2.226596,0.0,0.0,0.0,0.0,0.0,2.6509202,0.0,0.0,0.0,0.0,1.5022957,0.0,0.6103657,0.0,2.342612,2.1858466,1.743319,0.0
"['Films_scored_by_Max_Richter', 'Urban_fiction', '2018_drama_films', 'Films_set_in_Detroit']",0.006084865,0.6412751,0.8671715,0.0,0.0,0.9281692,0.0,0.0,0.83350325,0.0,0.0,0.0,0.3046929,0.9040772,0.6124419,1.1848173,0.0,0.8649003,0.0,1.3419367,0.36242026,0.0,0.0,0.6254114,0.0,0.0,0.047088966,0.0,0.47528496,0.59801316,0.0,0.0,0.0,0.26703793,0.0,0.0,0.96825755,0.0,1.143066,0.67122775,0.0,0.0,0.0,0.6558551,0.8577153,1.0614939,0.0,0.0,0.0,0.0,0.0,1.1917505,0.0,0.0,0.026053118,0.0,0.8053445,0.0,0.97763485,0.0,1.5127712,0.86774296,0.91076875,0.0
['Films_about_summer_camps'],0.54836935,0.0,0.61673075,0.15810654,0.5213278,0.0,0.06778137,0.1305374,0.0,0.0,0.5886336,0.06648408,0.12699594,0.0,0.0,0.32135028,0.0,0.0,0.56448615,0.6934278,0.0,0.022536,0.0016434374,0.41104725,0.12795763,0.6884894,0.4080422,0.0,0.0,0.0,0.030104414,0.04586352,0.0,0.0,0.4977354,0.05336865,0.0,0.0,0.579515,0.0,0.08163988,0.36409578,0.64942825,0.0,0.0,0.0,0.00034541276,0.3124829,0.2812015,0.6438095,0.0,0.29258856,0.0,0.91747355,0.75799125,0.0,0.0,0.0,0.27491778,0.92335767,1.0607204,0.17507476,0.57871073,0.0
['European_films_by_country'],0.45092392,0.0,0.4582448,0.28014737,0.47963884,0.0,0.2571958,0.20290582,0.0,0.21967119,0.44169956,0.3726238,0.07398926,0.0,0.0,0.0,0.29557356,0.0,0.29509267,0.0,0.0,0.31445533,0.2765811,0.0,0.11060528,0.59108824,0.24919394,0.112422295,0.0,0.0,0.26248854,0.24521239,0.0,0.0,0.368444,0.2527793,0.0,0.0,0.17107306,0.0,0.3699918,0.17650831,0.4334969,0.0,0.0,0.0,0.40110692,0.26839164,0.41099095,0.30892164,0.31480655,0.0,0.35183066,0.5255773,0.6442897,0.458428,0.0,0.20741223,0.0,0.7147453,0.1636298,0.15701401,0.3175871,0.2292887
"['2003_crime_drama_films', 'Films_about_journalists', 'Universal_Pictures_films', 'Films_set_in_Texas', '2003_crime_thriller_films', 'Films_shot_in_the_United_States_by_state', 'Works_by_German_people', 'American_crime_thriller_films', 'Fiction_with_false_allegations_of_sex_crimes', 'German_crime_drama_films', 'Crime_drama_films_by_country', 'Spanish-language_films', 'Films_about_activists', 'British_films', 'American_films', 'German_films', 'Suicide_in_film']",0.1247077,0.67973,1.1284316,0.0,0.0,0.88726956,0.0,0.0,0.68004555,0.0,0.0,0.0,0.1422076,0.81617427,0.5773718,1.1073886,0.0,1.0048649,0.06379763,1.1861941,0.35040683,0.0,0.0,0.5752198,0.0,0.0,0.1661187,0.0,0.7915401,0.52993643,0.0,0.0,0.0,0.4691236,0.0,0.0,0.9787779,0.0,0.89047307,0.5137203,0.0,0.25221407,0.14067279,0.7924828,1.0260084,0.8824595,0.0,0.0,0.0,0.06625424,0.0,1.3723035,0.0,0.15669128,0.0674793,0.0,0.846011,0.0,0.5447767,0.0,1.7709934,0.95112896,1.0230821,0.0
"['Father_and_son_films', '1988_martial_arts_films', 'Cantonese-language_films', 'Police_detective_films', 'Hong_Kong_films_by_genre']",0.2805061,0.018008502,0.79237396,0.17747693,0.23147506,0.27735138,0.0,0.0,0.020496482,0.0,0.10649231,0.07768869,0.0,0.15444249,0.024952464,0.2455777,0.0,0.3233202,0.18046942,0.14499922,0.0,0.0,0.0,0.052527048,0.0,0.37734947,0.2986339,0.0,0.24660458,0.045207914,0.0,0.0,0.0,0.05161415,0.055198506,0.0,0.10584681,0.0,0.3999538,0.042939253,0.0,0.24090618,0.41823503,0.096403986,0.3483564,0.0,0.013473671,0.006500801,0.0,0.33033353,0.0,0.4995656,0.0,0.48167062,0.3954908,0.0,0.22523737,0.0,0.0,0.46492222,0.7801906,0.4643345,0.60618067,0.0
['Batjac_Productions_films'],0.5497439,0.0,0.4449396,0.0,0.37467486,0.0,0.05744525,0.27142176,0.0,0.0,0.8862938,0.0,0.36193424,0.0,0.0,0.3358618,0.0,0.0,0.7894403,1.2289752,0.0,0.009724713,0.0043176534,0.8496445,0.31969008,0.6762118,0.45061392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6639914,0.0073166117,0.0,0.0,0.86521125,0.0,0.0,0.4938722,0.5231317,0.0,0.0,0.0,0.0,0.51903653,0.35480884,0.85441685,0.0,0.21167895,0.0,0.9523505,0.93307775,0.0,0.0,0.018518563,0.6641732,0.86626804,1.1580309,0.029836252,0.5782727,0.0
