categories,neuron_1,neuron_2,neuron_3,neuron_4,neuron_5,neuron_6,neuron_7,neuron_8,neuron_9,neuron_10,neuron_11,neuron_12,neuron_13,neuron_14,neuron_15,neuron_16,neuron_17,neuron_18,neuron_19,neuron_20,neuron_21,neuron_22,neuron_23,neuron_24,neuron_25,neuron_26,neuron_27,neuron_28,neuron_29,neuron_30,neuron_31,neuron_32,neuron_33,neuron_34,neuron_35,neuron_36,neuron_37,neuron_38,neuron_39,neuron_40,neuron_41,neuron_42,neuron_43,neuron_44,neuron_45,neuron_46,neuron_47,neuron_48,neuron_49,neuron_50,neuron_51,neuron_52,neuron_53,neuron_54,neuron_55,neuron_56,neuron_57,neuron_58,neuron_59,neuron_60,neuron_61,neuron_62,neuron_63,neuron_64
"['American_films', 'Ma_and_Pa_Kettle']",0.4351939,0.0,0.515792,0.149437,0.4273149,0.008529119,0.080367886,0.051506467,0.0,0.0018224592,0.43235028,0.028201729,0.07706323,0.0,0.0,0.19902244,0.0,0.0028770422,0.3820928,0.35762972,0.0,0.042246588,0.021128388,0.23613462,0.12845689,0.5487314,0.3076145,0.0,0.061922178,0.0,0.013006109,0.059889935,0.0,0.0,0.3645575,0.056760326,0.0,0.0,0.41251877,0.0,0.11554142,0.3374064,0.5031599,0.0,0.07942721,0.0,0.06697858,0.19133025,0.19390935,0.43320408,0.0,0.24230225,0.05612822,0.64349765,0.5678167,0.0,0.0,0.0,0.009357821,0.6725036,0.7135328,0.16488251,0.4169293,0.02603206
"['1960s_films', 'American_films', 'Films_scored_by_Elmer_Bernstein']",0.0,0.6031144,1.0078845,0.41206515,0.0,1.1363491,0.0,0.0,1.3265741,0.0,0.0,0.0,0.7533601,0.9241199,0.8949017,1.7659086,0.0,1.4489634,0.0,1.0123674,0.5581497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85545665,1.1548468,0.0,0.0,0.08784141,0.36379534,0.0,0.0,1.6849035,0.0,1.1623545,1.0468558,0.0,0.0,0.0,0.83550566,1.684561,1.6451117,0.0,0.0,0.0,0.0,0.0,1.9114584,0.0,0.0,0.0,0.0,1.3091162,0.0,0.43874273,0.0,1.5883062,1.5012621,1.0318068,0.0
"['American_action_thriller_films', 'Mandalay_Pictures_films']",0.38244954,0.019036606,0.47493893,0.041718826,0.32186896,0.056981377,0.027888158,0.012129103,0.026447298,0.0,0.45136768,0.0,0.15985689,0.03626866,0.0,0.3283634,0.0,0.08860305,0.4096478,0.60458726,0.0,0.0,0.0,0.41548923,0.17105977,0.4698566,0.2771014,0.0,0.13853192,0.0,0.0,0.0,0.0,0.06861885,0.37543738,0.0,0.12985082,0.0,0.49397492,0.0,0.0,0.40415278,0.44923595,0.08272622,0.15004624,0.0,0.0,0.17085572,0.10935508,0.43681908,0.0,0.33774167,0.0,0.5898913,0.52512115,0.0,0.05987417,0.0,0.13157299,0.55490446,0.85380805,0.15263446,0.44562045,0.0
['American_comedy_films'],0.594859,0.0,0.27853996,0.3451811,0.68234146,0.0,0.4386198,0.43593225,0.0,0.32018983,0.7160027,0.50497586,0.242655,0.0,0.0,0.0,0.6612062,0.0,0.40192667,0.0,0.0,0.5756472,0.5370242,0.0,0.18736908,0.7753178,0.20323952,0.16828007,0.0,0.0,0.43212292,0.39542755,0.0,0.0,0.61351234,0.51750034,0.0,0.0,0.12721476,0.0,0.604703,0.09197872,0.48472375,0.0,0.0,0.0,0.63623667,0.4375965,0.6538228,0.30907127,0.6074004,0.0,0.5008027,0.674254,0.8491758,0.82235014,0.0,0.453739,0.0,1.016374,0.080088735,0.0,0.23638281,0.42351094
"['2017_films', 'Demons_in_film', 'Culture_of_Sault_Ste._Marie,_Ontario']",0.62214696,0.0,0.22501026,0.34584662,0.68171406,0.0,0.4954973,0.47551167,0.0,0.4031799,0.74044734,0.54234105,0.2834457,0.0,0.0,0.0,0.73215663,0.0,0.40193328,0.0,0.0,0.6590628,0.6177837,0.0,0.24761704,0.772214,0.17888315,0.2141184,0.0,0.0,0.4768798,0.44696423,0.0,0.0,0.6437802,0.5734634,0.0,0.0,0.08356008,0.0,0.6792625,0.10139712,0.44682434,0.0,0.0,0.0,0.6981728,0.46479708,0.70859826,0.27868044,0.6772951,0.0,0.5829812,0.59781295,0.8708521,0.9061263,0.0,0.51497376,0.0,0.9796747,0.0,0.0,0.17366475,0.49947006
"['2000s_films_by_language', '2002_films', 'Hindi-language_films_by_decade']",0.5275836,0.0,0.5100217,0.27430367,0.46861604,0.0,0.3035071,0.28118122,0.0,0.21112894,0.5364723,0.47277752,0.11904447,0.0,0.0,0.0,0.44360802,0.0,0.3177139,0.0,0.0,0.3294553,0.3398806,0.0,0.07363183,0.62101275,0.21296568,0.101978414,0.0,0.0,0.3384806,0.2145306,0.0,0.0,0.3887205,0.2904657,0.0,0.0,0.24531746,0.0,0.3199764,0.049744625,0.43698564,0.0,0.0,0.0,0.5095508,0.33330762,0.46287325,0.36747965,0.36905837,0.0,0.3287341,0.59391516,0.7541102,0.62885946,0.0,0.21316586,0.0,0.8306562,0.23395982,0.21850564,0.4271228,0.26462662
['Crowdfunded_films'],0.59675866,0.0,0.35999572,0.33122617,0.5534544,0.0,0.4526999,0.44033486,0.0,0.38649446,0.66192484,0.60224104,0.22089319,0.0,0.0,0.0,0.70141435,0.0,0.34137383,0.0,0.0,0.5539339,0.54351574,0.0,0.16583662,0.68314403,0.16882655,0.21299511,0.0,0.0,0.49916482,0.36277473,0.0,0.0,0.519703,0.47416767,0.0,0.0,0.10809073,0.0,0.5434721,0.011815286,0.41756597,0.0,0.0,0.0,0.7042127,0.43740472,0.6571603,0.28597164,0.59702086,0.0,0.5400678,0.537623,0.8518099,0.94560605,0.0,0.44459614,0.0,0.89829963,0.0,0.092531264,0.30977574,0.4441113
"['American_drama_films', 'Films_based_on_non-fiction_books']",0.7097185,0.0,0.6859028,0.16775921,0.6324653,0.0,0.10180486,0.24705929,0.0,0.0,0.801012,0.16440532,0.19813451,0.0,0.0,0.37218198,0.10395882,0.0,0.788905,0.99491775,0.0,0.11745579,0.06964846,0.5671775,0.18747729,0.879711,0.54175097,0.0,0.0,0.0,0.09903861,0.10243515,0.0,0.0,0.67826504,0.08087431,0.0,0.0,0.7474606,0.0,0.117469884,0.4039716,0.79094845,0.0,0.0,0.0,0.0,0.47168165,0.445288,0.88814306,0.107047416,0.26152,0.0,1.2245312,1.0193595,0.07774624,0.0,0.07542224,0.5407649,1.2241778,1.3067936,0.16930038,0.7227366,0.015754946
"['Metro-Goldwyn-Mayer_films', '1933_romantic_comedy_films', 'Films_directed_by_Raoul_Walsh']",0.608556,0.0,0.5256178,0.25950378,0.57506657,0.0,0.26901782,0.2896168,0.0,0.15482096,0.62853414,0.39854583,0.13298413,0.0,0.0,0.0,0.37959743,0.0,0.4359897,0.14309064,0.0,0.34443095,0.3173563,0.0491895,0.1309863,0.7306255,0.30002078,0.02744983,0.0,0.0,0.30158818,0.22331505,0.0,0.0,0.4892866,0.26255047,0.0,0.0,0.35852706,0.0,0.3349762,0.15188548,0.540054,0.0,0.0,0.0,0.37651914,0.367943,0.49571183,0.51587325,0.3653726,0.0,0.3106698,0.7551638,0.81260276,0.49814698,0.0,0.19635122,0.016277734,0.94918,0.41922572,0.16346952,0.4373564,0.25593847
['2000s_thriller_films'],0.4299873,0.0,0.39266777,0.16441,0.48389617,0.0,0.13507685,0.13622919,0.0,0.047911737,0.5311072,0.06722233,0.1525534,0.0,0.0,0.15297335,0.06997845,0.0,0.42089027,0.3960699,0.0,0.14861523,0.10403498,0.2598398,0.1543472,0.5791203,0.27848703,0.0,0.0,0.0,0.0644417,0.13465564,0.0,0.0,0.4574816,0.16591778,0.0,0.0,0.3638251,0.0,0.2197741,0.31465125,0.5043976,0.0,0.0,0.0,0.12733392,0.26958808,0.2711791,0.4168128,0.09955529,0.11949521,0.10852644,0.671731,0.6089276,0.088930294,0.0,0.100183755,0.06934492,0.7427258,0.65240896,0.050745137,0.34187815,0.097003676
['Animated_films_by_country'],0.1625592,0.2469973,0.8330827,0.069008,0.020608231,0.5236129,0.0,0.0,0.27153733,0.0,0.0,0.0,0.0,0.46110463,0.23892795,0.53038996,0.0,0.64651734,0.07538242,0.38256565,0.14288394,0.0,0.0,0.20917107,0.0,0.18262908,0.2310688,0.0,0.51583374,0.2611749,0.0,0.0,0.0,0.28465024,0.0,0.0,0.46909335,0.0,0.48472095,0.18030703,0.0,0.28826457,0.30397263,0.358494,0.65986603,0.35607785,0.0,0.0,0.0,0.17014827,0.0,0.82175356,0.0,0.2956357,0.16602992,0.0,0.46576703,0.0,0.0,0.19081357,1.0522394,0.5949475,0.6653555,0.0
"['French-language_films', 'North_American_films_by_country']",0.70624757,0.0,0.16042586,0.3941327,0.71460503,0.0,0.64054793,0.635488,0.0,0.5541883,0.8519875,0.6928307,0.37990823,0.0,0.0,0.0,1.0251173,0.0,0.39690068,0.0,0.0,0.7975548,0.7924798,0.0,0.27059013,0.8019041,0.10191174,0.3061849,0.0,0.0,0.6403177,0.5113062,0.0,0.0,0.7215706,0.74811727,0.0,0.017938286,0.001758907,0.0,0.7930054,0.0,0.42093486,0.0,0.0,0.0,0.9540561,0.5604407,0.8703079,0.19535545,0.85209775,0.0,0.71039057,0.5729395,1.006187,1.281397,0.0,0.70324343,0.0,1.1002408,0.0,0.0,0.18249094,0.6354549
"['Caravan_Pictures_films', 'Films_scored_by_American_composers']",0.0,0.31104568,0.0,0.0,0.0,0.5634084,0.0,0.0,0.67561543,0.0,0.0,0.0,0.43634692,0.6727231,0.38077345,0.6999319,0.0,0.72078717,0.0,0.79743195,0.2492738,0.0,0.0,0.44136557,0.11564184,0.0,0.0,0.0,0.36221504,0.5392227,0.0,0.0,0.23768593,0.2840998,0.122718744,0.0,0.9107513,0.30159333,0.7026627,0.51735175,0.0,0.0,0.0,0.6047539,0.63167685,1.207036,0.0,0.0,0.0,0.0,0.0,0.8027712,0.0,0.0,0.0,0.0,0.5664191,0.0,0.6678628,0.0,0.7260543,0.42744166,0.30316684,0.0
"['French_historical_drama_films', 'History_of_the_United_States_on_film', 'Films_about_filmmaking']",0.34665433,0.24071997,0.525935,0.0,0.06400039,0.24854288,0.0,0.0,0.2643468,0.0,0.4231167,0.0,0.27287003,0.28643942,0.15099603,0.57989764,0.0,0.2833807,0.42305768,1.0091305,0.13400246,0.0,0.0,0.67340463,0.25203142,0.32349595,0.24329937,0.0,0.29329133,0.15886837,0.0,0.0,0.0,0.21948357,0.338678,0.0,0.4009676,0.0,0.7371292,0.121534646,0.0,0.45876536,0.27048108,0.31744644,0.32075965,0.18742716,0.0,0.09937909,0.0,0.43277097,0.0,0.57642156,0.0,0.45800078,0.4779007,0.0,0.2543351,0.0,0.37324145,0.31838405,1.122851,0.2926984,0.54664636,0.0
['2004_films'],0.54080176,0.0,0.29307538,0.16289061,0.60333216,0.0,0.24092188,0.2928969,0.0,0.11984323,0.7475727,0.16566756,0.26254162,0.0,0.0,0.09200597,0.24659246,0.0,0.5664359,0.5353124,0.0,0.31554973,0.26049376,0.35291317,0.25233358,0.71508205,0.32857233,0.0,0.0,0.0,0.15533908,0.2553236,0.0,0.0,0.6559096,0.31396252,0.0,0.0,0.4138718,0.0,0.3778446,0.3295359,0.5504569,0.0,0.0,0.0,0.20171547,0.43294752,0.44708276,0.4995346,0.28074402,0.0,0.186869,0.8352371,0.8129394,0.25722304,0.0,0.26283503,0.21132733,0.96285,0.66345584,0.0,0.30106223,0.2033835
"['1943_films', 'Romantic_comedy_films_by_country', 'Films_with_screenplays_by_Robert_Ardrey']",0.7772747,0.0,0.54018396,0.16459264,0.7261005,0.0,0.21343738,0.386938,0.0,0.027924655,0.995278,0.25939536,0.3120237,0.0,0.0,0.27509344,0.27692187,0.0,0.91121286,1.0676781,0.0,0.33149484,0.24714278,0.6375055,0.3104368,1.0019554,0.56163,0.0,0.0,0.0,0.19960357,0.2482477,0.0,0.0,0.86349505,0.22666185,0.0,0.0,0.7692119,0.0,0.30161777,0.4169333,0.80404556,0.0,0.0,0.0,0.0036662905,0.60229665,0.61363834,0.93883365,0.30351263,0.08572368,0.09373753,1.3355618,1.1894227,0.23266146,0.0,0.25606903,0.6299709,1.38938,1.2333927,0.04003249,0.6392021,0.15221182
"['Films_shot_in_South_Africa', '2010s_films', 'Cultural_depictions_of_Winnie_Mandela']",0.20753524,0.39701173,0.70234466,0.0,0.0,0.47646496,0.0,0.0,0.41334766,0.0,0.14329563,0.0,0.19955522,0.49040368,0.30189645,0.737365,0.0,0.5821138,0.23107508,0.97282237,0.2071472,0.0,0.0,0.5772677,0.08470482,0.16424961,0.18130855,0.0,0.49446115,0.29990098,0.0,0.0,0.0,0.33197457,0.1564426,0.0,0.62077206,0.0,0.70154613,0.25927773,0.0,0.3495991,0.18753202,0.4914331,0.60068154,0.4690894,0.0,0.0,0.0,0.23121051,0.0,0.85374624,0.0,0.28306067,0.25889748,0.0,0.47115144,0.0,0.3780533,0.12698443,1.2720022,0.5128484,0.6770227,0.0
"['Satirical_films_by_decade', 'New_York_City_in_fiction', '2000s_musical_comedy_films', 'Films_about_consumerism', 'American_female_buddy_films', '2000s_teen_comedy_films', 'Films_set_in_New_York_City', 'Films_directed_by_Harry_Elfont']",0.2761394,0.0,0.0,0.0,0.0,0.0,0.0,0.38442338,0.0,0.0,0.6643801,0.0,0.3357404,0.0,0.037397914,0.12624314,0.0,0.0,0.49936223,1.1688803,0.024164556,0.0,0.045787122,0.90030885,0.39268968,0.28846982,0.24126339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5162607,0.0,0.0,0.04386804,0.886182,0.014890409,0.0,0.03402868,0.029509122,0.0,0.0,0.0,0.0,0.47926572,0.17011032,0.64580536,0.0,0.0,0.0,0.34705064,0.53552395,0.0,0.0,0.0,0.89563215,0.30769494,0.65527534,0.0,0.33033273,0.010606119
"['Culture_of_Brooklyn', 'Films_directed_by_Brett_Haley', 'American_LGBT-related_films']",0.68904215,0.0,0.36672467,0.1788238,0.7298512,0.0,0.29734585,0.40807405,0.0,0.13189554,0.939373,0.2943282,0.31938645,0.0,0.0,0.14010602,0.3713468,0.0,0.75919986,0.7729825,0.0,0.42001113,0.35589898,0.46535596,0.32968348,0.9240568,0.45345518,0.0,0.0,0.0,0.2427664,0.3358796,0.0,0.0,0.84222955,0.3615422,0.0,0.0,0.56079865,0.0,0.4507958,0.3699842,0.68602574,0.0,0.0,0.0,0.18870991,0.57340527,0.6151428,0.6936152,0.41504014,0.0,0.20832755,1.1421494,1.0791758,0.369104,0.0,0.35730535,0.43205017,1.2793037,0.8894563,0.0,0.44192666,0.24970935
"['2010_fantasy_films', 'EuropaCorp_films', 'Films_directed_by_Luc_Besson']",0.56714845,0.0,0.5066819,0.0,0.4754142,0.0,0.09379145,0.39269716,0.0,0.028678553,0.89166796,0.27657858,0.27958816,0.0,0.0,0.20193052,0.087452665,0.0,0.88878727,1.2163119,0.0,0.1850596,0.12456837,0.7838283,0.29202837,0.8334478,0.5950615,0.0,0.0,0.0,0.15080439,0.15104222,0.0,0.0,0.7867498,0.07058567,0.0,0.0,0.8471491,0.0,0.15189679,0.34499353,0.641779,0.0,0.0,0.0,0.0,0.6216879,0.5637713,0.88912296,0.16508675,0.13928859,0.009428748,1.2114058,1.1512328,0.16647188,0.0,0.1700532,0.8614952,1.2102282,1.2740935,0.10165457,0.7073902,0.031351566
"['1990s_coming-of-age_comedy-drama_films', 'Films_set_in_1973', 'Films_about_drugs', 'Hood_comedy_films', '1994_films']",0.0,0.4597174,0.79323953,0.2523652,0.0,1.0246465,0.0,0.0,1.1665405,0.0,0.0,0.0,0.7270104,0.82702196,0.80062324,1.5689905,0.0,1.3327273,0.0,0.89787835,0.41400313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8078305,1.1360176,0.0,0.0,0.09703281,0.40335432,0.0,0.0,1.6207521,0.05735339,1.2240837,1.068998,0.0,0.0,0.0,0.9011906,1.5575821,1.6216259,0.0,0.0,0.0,0.0,0.0,1.7899246,0.0,0.0,0.0,0.0,1.3200228,0.0,0.4889177,0.0,1.4554148,1.3252473,0.943673,0.0
"['1937_films', 'American_musical_comedy_films']",0.7408328,0.0,0.39620936,0.25610948,0.7696204,0.0,0.33576754,0.402861,0.0,0.1606246,0.8663192,0.3623739,0.24015453,0.0,0.0,0.06646778,0.48617044,0.0,0.62811613,0.44079617,0.0,0.4956328,0.44091398,0.2534144,0.2714575,0.9261622,0.37437925,0.0,0.0,0.0,0.30962965,0.316248,0.0,0.0,0.73501915,0.40113074,0.0,0.0,0.4591744,0.0,0.48403305,0.24883187,0.66719157,0.0,0.0,0.0,0.35963532,0.4942061,0.6228805,0.63960576,0.4992939,0.0,0.32731658,1.0196344,0.983155,0.5117725,0.0,0.3217182,0.19653107,1.227173,0.6234623,0.0,0.37898734,0.33125147
['2017_LGBT-related_films'],0.5066989,0.0,0.33954003,0.25167024,0.56219786,0.0,0.2890788,0.24746364,0.0,0.21765634,0.5571741,0.29710948,0.15302807,0.0,0.0,0.0,0.32578427,0.0,0.3739762,0.00038672052,0.0,0.38607374,0.34318548,0.0,0.2048343,0.6523078,0.25216806,0.09506578,0.0,0.0,0.24339737,0.28821322,0.0,0.0,0.49078995,0.32510203,0.0,0.0,0.20797576,0.0,0.45203328,0.23813322,0.46474713,0.0,0.0,0.0,0.3889631,0.31083962,0.4480435,0.3367435,0.36273178,0.0,0.3614661,0.58613545,0.6900796,0.4171331,0.0,0.25323728,0.0,0.7898873,0.20420045,0.034189444,0.22797585,0.28078374
['American_films'],0.10557329,0.3948213,0.5694201,0.0,0.0,0.547869,0.0,0.0,0.48056623,0.0,0.115033075,0.0,0.24484569,0.54004174,0.44380426,0.8569518,0.0,0.44589958,0.08408044,1.3147492,0.23583786,0.0,0.0,0.7937827,0.15568057,0.03283028,0.09838845,0.0,0.15775795,0.39863974,0.0,0.0,0.0,0.16067469,0.14739573,0.0,0.5101857,0.0,1.1742729,0.46989167,0.0,0.0,0.0,0.33462983,0.37039477,0.6246302,0.0,0.104332805,0.0,0.28618374,0.0,0.6929262,0.0,0.11050986,0.2419991,0.0,0.47917515,0.0,1.0538176,0.0,1.2124532,0.55477333,0.7671421,0.0
"['Films_about_terrorism_in_the_United_States', 'Lionsgate_films']",0.0,1.1322292,1.7724897,1.1287588,0.0,2.1577065,0.0,0.0,1.5325067,0.0,0.0,0.0,0.45333958,1.5073794,1.3496279,2.6641243,0.0,2.0817487,0.0,1.0724789,0.89667195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0386608,1.388224,0.0,0.0,0.049256388,0.32851174,0.0,0.0,2.049545,0.0,0.9420418,1.4691671,0.0,0.0,0.0,1.2209412,2.481097,2.226804,0.0,0.0,0.0,0.0,0.0,2.6159804,0.0,0.0,0.0,0.0,1.6007314,0.0,0.6404832,0.0,2.251285,2.1845388,1.7667662,0.0
"['Films_set_in_Washington,_D.C.']",0.5951666,0.17582364,1.0218209,0.0,0.29183948,0.20879887,0.0,0.10991569,0.0,0.0,0.66752976,0.0,0.19139558,0.0,0.08424696,0.7125485,0.0,0.0059837676,0.8067117,1.5309024,0.13782439,0.0,0.0,0.93216014,0.12322389,0.6621162,0.59559035,0.0,0.080479115,0.18081573,0.0,0.0,0.0,0.095140204,0.45114425,0.0,0.0,0.0,1.1619473,0.079291455,0.0,0.54544246,0.6754852,0.12614717,0.07817121,0.0,0.0,0.41888458,0.17593053,1.0367503,0.0,0.69677675,0.0,1.1471744,0.9138098,0.0,0.15883455,0.0,0.94206,0.93235254,1.7985896,0.44747394,1.0651777,0.0
"['Cultural_depictions_of_John_F._Kennedy', '2000s_Christmas_films', 'Films_with_screenplays_by_American_writers', 'Cultural_depictions_of_Jimmy_Carter']",0.23825674,0.2647552,0.4641251,0.0,0.0,0.2519204,0.0,0.08998825,0.34075865,0.0,0.45414168,0.0,0.35456792,0.20313331,0.23485176,0.6259571,0.0,0.18520649,0.36607134,1.3050733,0.13811663,0.0,0.0,0.8757205,0.2753529,0.24263893,0.22072996,0.0,0.07911176,0.2115876,0.0,0.0,0.0,0.14135088,0.33904234,0.0,0.31036472,0.0017065462,1.0139287,0.22597685,0.0,0.18608168,0.0086937,0.2522928,0.14173636,0.28377387,0.0,0.2570404,0.0,0.47381684,0.0,0.4961529,0.0,0.38117588,0.47772503,0.0,0.2343596,0.0,0.8466271,0.19779682,1.1489441,0.29197165,0.6017309,0.0
['Cultural_depictions_of_American_women'],0.2334788,0.4321453,0.8442764,0.0,0.0,0.55334777,0.0,0.0,0.46216807,0.0,0.23179987,0.0,0.2383694,0.43043262,0.3888527,0.91554004,0.0,0.4273619,0.27809983,1.4001659,0.23630556,0.0,0.0,0.8522343,0.1005291,0.20066357,0.25651103,0.0,0.2487051,0.38906685,0.0,0.0,0.0,0.1956089,0.15166067,0.0,0.463319,0.0,1.1677588,0.37819263,0.0,0.17636722,0.04272514,0.37276092,0.41640243,0.4978859,0.0,0.11992121,0.0,0.46455085,0.0,0.81822056,0.0,0.4190299,0.40806046,0.0,0.48061997,0.0,0.98675317,0.17615455,1.4798347,0.61553174,0.913171,0.0
['Films_scored_by_Ira_Newborn'],0.0,0.53758,0.4365467,0.0,0.0,0.8762373,0.0,0.0,0.8896344,0.0,0.0,0.0,0.5123209,0.9659889,0.5304119,1.0736566,0.0,0.95218885,0.0,1.0770243,0.35014412,0.0,0.0,0.4342056,0.032053288,0.0,0.0,0.0,0.5070582,0.67428833,0.0,0.0,0.034734987,0.29220656,0.069240145,0.0,1.1671904,0.17378716,0.9403329,0.70788914,0.0,0.0,0.0,0.7296255,0.95118976,1.3160638,0.0,0.0,0.0,0.0,0.0,1.1774664,0.0,0.0,0.0,0.0,0.8162547,0.0,0.74926883,0.0,1.1952944,0.74055946,0.6214611,0.0
['American_films'],0.46399,0.0,0.45340547,0.23894298,0.49526253,0.0,0.2113438,0.15836722,0.0,0.13505891,0.46483478,0.2697073,0.09262253,0.0,0.0,0.0,0.21278656,0.0,0.33526352,0.05587268,0.0,0.2519275,0.2163642,0.02305558,0.12340736,0.6007645,0.26493448,0.04435746,0.0,0.0,0.18445177,0.19478035,0.0,0.0,0.3915794,0.21704707,0.0,0.0,0.265062,0.0,0.3028519,0.21287179,0.46422273,0.0,0.0,0.0,0.31417364,0.24949855,0.34596214,0.35496464,0.2417145,0.023521151,0.25170752,0.5929781,0.62982327,0.31262538,0.0,0.14008006,0.0,0.74411756,0.3716908,0.13982046,0.33167306,0.18289927
['American_films'],0.28101265,0.22935289,0.7196077,0.0,0.055369735,0.27073246,0.0,0.0,0.18798515,0.0,0.3391258,0.0,0.18309835,0.14080808,0.1536893,0.6084661,0.0,0.28483897,0.41836536,1.0927839,0.13953252,0.0,0.0,0.6574274,0.058764916,0.3329617,0.32810435,0.0,0.22239858,0.19921918,0.0,0.0,0.0,0.18123698,0.26461512,0.0,0.2706362,0.0,0.7738526,0.15344755,0.0,0.33090115,0.33325276,0.26479298,0.27321643,0.12464454,0.0,0.14675148,0.0,0.5012503,0.0,0.66459376,0.0,0.5968105,0.47591788,0.0,0.25361806,0.0,0.58672553,0.41076455,1.3234526,0.40319,0.7485292,0.0
"['Canadian_animated_science_fiction_films', ""Children's_animated_films"", ""2000s_children's_fantasy_films""]",0.70095444,0.0,0.42251682,0.0,0.58617324,0.0,0.16630685,0.4985919,0.0,0.07347069,1.1098777,0.2579574,0.3876479,0.0,0.0,0.14775991,0.17742392,0.0,1.0258704,1.3284258,0.0,0.31427407,0.22743744,0.93329334,0.38645014,0.95879114,0.6142591,0.0,0.0,0.0,0.16875376,0.22941788,0.0,0.0,0.92925787,0.17630515,0.0,0.0,0.9579175,0.0,0.25708675,0.414723,0.6950327,0.0,0.0,0.0,0.0,0.74710286,0.6808341,1.0227162,0.25675514,0.030511938,0.08261386,1.2949651,1.3154477,0.20286144,0.0,0.25476268,0.92058265,1.3651783,1.2832901,0.0,0.6350426,0.12643407
"['Films_shot_in_Alberta', 'American_comedy_road_movies', 'Films_distributed_by_Disney']",0.6506149,0.0,0.45376673,0.21970794,0.67128706,0.0,0.22537833,0.27250326,0.0,0.065599695,0.7314608,0.22277933,0.19565603,0.0,0.0,0.16268608,0.2828257,0.0,0.58545303,0.50307274,0.0,0.28661326,0.2569304,0.30273616,0.2086081,0.8013242,0.38232136,0.0,0.0,0.0,0.17547187,0.21994963,0.0,0.0,0.6298222,0.28307304,0.0,0.0,0.47216263,0.0,0.3403236,0.2983009,0.6496496,0.0,0.0,0.0,0.24601077,0.39930117,0.45804834,0.5889246,0.2938343,0.034465395,0.18387985,0.9448605,0.8714004,0.285054,0.0,0.18477064,0.19200009,1.0846461,0.78806233,0.050628196,0.41717324,0.18256634
"['American_films', 'Films_shot_in_Chicago', 'Cinema_of_the_United_States', 'Films_directed_by_Martin_Scorsese', 'Films_scored_by_Robbie_Robertson']",0.3769747,0.34426346,0.12103132,0.0,0.0,0.48526827,0.0,0.31387946,0.6078382,0.0,0.0,0.0,0.9434127,0.84269625,0.53438586,0.7251782,0.0,0.538926,0.0,1.245037,0.016313247,0.0,0.0,0.9156847,0.6749298,0.0,0.0,0.0,0.1496195,0.4756726,0.0,0.0,0.0,0.08122396,0.4483186,0.038200628,0.9786489,0.8576475,1.6458292,0.97513723,0.0,0.0,0.0,0.382683,0.5831163,1.0875971,0.0,0.41004604,0.0,0.0,0.0,0.8249069,0.0,0.0,0.38044402,0.0,0.64625794,0.0,0.8474123,0.0,1.1237278,0.49611002,0.44511116,0.0
"['North_American_films_by_country', 'Films_whose_writer_won_the_Best_Adapted_Screenplay_Academy_Award', 'American_World_War_II_propaganda_films', 'Films_set_on_the_home_front_during_World_War_II']",0.0,0.9282005,1.4056121,0.7540872,0.0,1.5987699,0.0,0.0,1.5736301,0.0,0.0,0.0,0.78375274,1.1787078,1.031372,2.165305,0.0,1.697871,0.0,1.2084701,0.88096803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8543064,1.2595714,0.0,0.0,0.015664564,0.26895285,0.0,0.0,1.792361,0.0,0.96883625,0.97939515,0.0,0.0,0.0,0.89007473,1.8846235,1.7982118,0.0,0.0,0.0,0.0,0.0,2.158065,0.0,0.0,0.0,0.0,1.3198146,0.0,0.39592445,0.0,1.8594482,1.7388293,1.3268032,0.0
"['1998_romantic_comedy_films', '1998_films']",0.3102748,0.10766155,0.743049,0.09255015,0.21922058,0.306368,0.0,0.0,0.11630323,0.0,0.16186252,0.0,0.0,0.22420314,0.09454044,0.42468977,0.0,0.374434,0.25467446,0.44639805,0.05196302,0.0,0.0,0.27279186,0.0,0.3683185,0.29390055,0.0,0.32860297,0.12519294,0.0,0.0,0.0,0.15968801,0.13599937,0.0,0.2623031,0.0,0.5009272,0.069709286,0.0,0.3494072,0.44850367,0.18653469,0.41927764,0.054575913,0.0,0.0,0.0,0.35371646,0.0,0.5978292,0.0,0.5141391,0.38510367,0.0,0.26648808,0.0,0.039267562,0.45334467,1.008278,0.4169504,0.6112184,0.0
"['American_swashbuckler_films', '1950s_in_film', 'English-language_films', 'Films_directed_by_Fritz_Lang']",0.49664992,0.0,0.5469083,0.21358694,0.50171703,0.0,0.14544672,0.13520183,0.0,0.056924183,0.48276943,0.19239965,0.06410394,0.0,0.0,0.09700695,0.10560553,0.0,0.3935753,0.21727839,0.0,0.15767108,0.13190886,0.11995934,0.115231685,0.62888336,0.3206637,0.0,0.0,0.0,0.13168207,0.13585399,0.0,0.0,0.39514548,0.12786327,0.0,0.0,0.376148,0.0,0.22074595,0.27123496,0.53183955,0.0,0.0,0.0,0.189104,0.25306147,0.3096085,0.4690729,0.14185882,0.12762487,0.17717297,0.6879868,0.6583552,0.17774414,0.0,0.05816511,0.0,0.78171027,0.5839416,0.17477904,0.42810997,0.11007847
